"","original_title","id","Drama","Comedy","Thriller","Action","Romance","Adventure","Crime","Science Fiction","Horror","Family","Fantasy","Mystery","Animation","History","War","Music","Documentary","Western","Foreign","TV Movie"
"1012","Waking the Dead",37722,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1013","Jacob's Ladder",2291,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"1014","La Bamba",16620,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1015","Ladyhawke",526,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1016","Lucas",13346,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1017","High Fidelity",243,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1018","The Road to El Dorado",10501,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"1019","The Skulls",11478,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1020","Hook",879,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"1021","Misery",1700,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1022","Mr. Saturday Night",54087,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1023","Murphy's Romance",34322,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1024","No Way Out",10083,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1025","Black and White",38809,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1026","Frequency",10559,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1027","Ready to Rumble",20697,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1028","Return to Me",2621,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1029","Rules of Engagement",10479,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"1030","Arthur",13665,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1031","Bachelor Party",12309,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1032","Predator",106,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1033","The Prince of Tides",10333,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1034","American Psycho",1359,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1035","Keeping the Faith",4967,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1036","East Is East",10557,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1037","Caddyshack",11977,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1038","Gossip",18041,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1039","Love & Basketball",14736,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1040","U-571",3536,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1041","The Virgin Suicides",1443,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1042","Jennifer Eight",10424,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"1043","The Flintstones in Viva Rock Vegas",889,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"1044","Where the Heart Is",10564,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1045","The Big Kahuna",15723,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1046","Idioterne",452,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1047","Carnosaur",39283,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1048","Gladiator",98,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1049","Human Traffic",11129,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1050","Battlefield Earth",5491,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1051","Center Stage",10560,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1052","Hamlet",10688,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1053","Pee-wee's Big Adventure",5683,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1054","Dinosaur",10567,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"1055","Road Trip",9285,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1056","The Hollywood Knights",21879,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1057","The Myth Of Fingerprints",98502,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1058","Mission: Impossible II",955,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1059","Shanghai Noon",8584,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1060","Big Momma's House",9600,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1061","American Gigolo",2768,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1062","Stay Tuned",23939,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1063","Flatliners",1551,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1064","Porky's",10246,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1065","Porky's II: The Next Day",19698,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1066","Porky's Revenge",23919,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1067","Predator 2",169,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1068","The Running Man",865,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1069","Starman",9663,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1070","Alien Nation",10128,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1071","Mad Max 2",8810,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1072","Mad Max Beyond Thunderdome",9355,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1073","Angel Heart",635,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"1074","Nine 1/2 Weeks",10068,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1075","Firestarter",11495,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"1076","Action Jackson",10117,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1077","Gone in Sixty Seconds",9679,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1078","Love's Labour's Lost",51333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1079","Big Trouble in Little China",6978,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1080","Boys and Girls",10571,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1081","Shaft",479,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1082","Titan A.E.",7450,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"1083","La lengua de las mariposas",31023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1084","Chicken Run",7443,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"1085","Me, Myself & Irene",2123,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1086","The Patriot",2024,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"1087","The Adventures of Rocky & Bullwinkle",17711,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"1088","The Perfect Storm",2133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1089","Missing in Action",15379,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1090","Missing in Action 2: The Beginning",12764,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1091","House Party",16094,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1092","The Kid",4244,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"1093","Scary Movie",4247,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1094","But I'm a Cheerleader",20770,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1095","Footloose",1788,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1096","X-Men",36657,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1097","The In Crowd",36047,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1098","What Lies Beneath",2655,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"1099","劇場版ポケットモンスター 幻のポケモン ルギア爆誕",12599,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0
"1100","What About Bob?",10276,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1101","Nutty Professor II: The Klumps",12107,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"1102","Coyote Ugly",6282,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1103","Hollow Man",9383,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1104","Space Cowboys",5551,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1105","Saving Grace",2360,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1106","The Crush",33408,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1107","Phantasm II",15158,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1108","Pumpkinhead",26515,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"1109","Silent Fall",39473,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1110","The Cell",8843,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1111","Gojira ni-sen mireniamu",10643,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1112","The Naked Gun: From the Files of Police Squad!",37136,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1113","The Naked Gun 2½: The Smell of Fear",37137,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1114","Supergirl",9651,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"1115","The Art of War",11398,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1116","Bring It On",1588,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1117","Highlander: Endgame",12211,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"1118","The Way of the Gun",1619,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1119","Almost Famous",786,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1120","Under Suspicion",10562,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1121","Urban Legends: Final Cut",12212,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1122","Dancer in the Dark",16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"1123","The Broken Hearts Club: A Romantic Comedy",22597,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1124","Remember the Titans",10637,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1125","Hellraiser",9003,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1126","Hellbound: Hellraiser II",9064,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1127","Hellraiser III: Hell on Earth",11569,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1128","Get Carter",10461,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1129","Meet the Parents",1597,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1130","Requiem for a Dream",641,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1131","The Ladies Man",16888,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1132","Ghoulies",18498,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"1133","Billy Elliot",71,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1134","Bedazzled",1636,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1135","Pay It Forward",10647,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1136","The Little Vampire",24100,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"1137","Charlie's Angels",4327,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1138","The Legend of Bagger Vance",4958,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1139","Men of Honor",11978,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1140","Red Planet",8870,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1141","The 6th Day",8452,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1142","Bounce",10862,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1143","How the Grinch Stole Christmas",8871,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"1144","Rugrats in Paris: The Movie",16340,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"1145","102 Dalmatians",10481,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1146","Quills",10876,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1147","Unbreakable",9741,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1148","卧虎藏龙",146,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1149","Dungeons & Dragons",11849,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"1150","Vertical Limit",11678,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1151","The Bounty",2669,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1152","The Living Daylights",708,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1153","The Transformers: The Movie",1857,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1154","Wall Street",10673,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1155","Born on the Fourth of July",2604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1156","Talk Radio",10132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1157","Brewster's Millions",11064,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1158","Snatch",107,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1159","Punchline",40820,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1160","Chocolat",392,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1161","Dude, Where’s My Car?",8859,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1162","The Emperor's New Groove",11688,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"1163","Pollock",12509,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1164","What Women Want",3981,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1165","Finding Forrester",711,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1166","The Gift",2046,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"1167","Cast Away",8358,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1168","The House of Mirth",25520,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1169","Miss Congeniality",1493,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1170","O Brother, Where Art Thou?",134,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1171","Dracula 2000",10577,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1172","Thirteen Days",11973,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1173","Traffic",1900,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1174","Shadow of the Vampire",10873,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1175","Annie",15739,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1176","Don't Tell Mom the Babysitter's Dead",15413,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1177","At Close Range",13715,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1178","Antitrust",9989,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1179","Save the Last Dance",9816,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1180","Panic",20637,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1181","The Pledge",5955,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"1182","Sugar & Spice",16723,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1183","The Wedding Planner",2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1184","Barfly",10937,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1185","Beverly Hills Cop II",96,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1186","Beverly Hills Cop",90,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1187","Can't Buy Me Love",12919,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1188","Cherry 2000",15785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1189","Empire of the Sun",10110,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"1190","Ernest Goes to Camp",18935,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1191","The Evil Dead",764,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1192","Ishtar",12704,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1193","Jaws: The Revenge",580,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1194","Less Than Zero",13703,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1195","The Lost Boys",1547,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1196","Mannequin",10019,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1197","Masters of the Universe",11649,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"1198","The Monster Squad",13509,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"1199","Head Over Heels",24940,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1200","Hannibal",9740,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"1201","Saving Silverman",10878,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1202","Recess: School's Out",19405,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"1203","Sweet November",1921,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1204","Monkeybone",23685,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"1205","3000 Miles to Graceland",12138,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1206","The Mexican",6073,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1207","Eu, Tu, Eles",82103,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1208","15 Minutes",2749,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1209","Battle Beyond the Stars",14460,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1210","Death Warrant",17466,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"1211","Double Impact",9594,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1212","Harley Davidson and the Marlboro Man",2453,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1213","Losin' It",33676,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1214","Mermaids",4587,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1215","Manhunter",11454,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"1216","C.H.U.D.",23730,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1217","Enemy at the Gates",853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1218","Exit Wounds",10877,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1219","Memento",77,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1220","Spy Kids",10054,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1221","Tomcats",10646,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1222","The Tailor of Panama",2575,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1223","Amores perros",55,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1224","Along Came a Spider",2043,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"1225","Blow",4133,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1227","Brigham City",26791,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"1228","Bridget Jones's Diary",634,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1229","Joe Dirt",10956,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1230","Crocodile Dundee in Los Angeles",9290,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1231","Scarface",111,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1232","Driven",10477,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1233","Town & Country",24113,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1234","The Mummy Returns",1734,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1235","Krull",849,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1236","The World According to Garp",11307,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1237","A Home of Our Own",78133,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1238","For the Boys",25221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1239","A Knight's Tale",9476,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1240","Angel Eyes",5852,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1241","Shrek",808,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"1242","Moulin Rouge!",824,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1243","Pearl Harbor",676,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"1244","Postcards from the Edge",22414,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1245","City Slickers",1406,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1246","Mississippi Burning",1632,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1247","Throw Momma from the Train",11896,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1248","The Animal",11090,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1249","Evolution",9397,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1250","Swordfish",9705,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1251","Point Break",1089,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1252","Unlawful Entry",17494,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1253","Tootsie",9576,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1254","Atlantis: The Lost Empire",10865,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"1255","Lara Croft: Tomb Raider",1995,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1256","Dr. Dolittle 2",10808,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"1257","The Fast and the Furious",9799,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1258","A.I. Artificial Intelligence",644,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1259","Baby Boy",16161,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1260","Crazy/Beautiful",10691,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1261","Cats & Dogs",10992,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1262","Kiss of the Dragon",2140,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1263","Scary Movie 2",4248,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
